Col_num,ques_seq_no,field_name,ques_desc,data_type,resp_seq_no,resp_desc
1,1,M3e1,mri,List,1,No
1,1,M3e1,mri,List,2,Yes
2,2,M3e2,date of mri scan,YYYY,,best4.
3,2,M3e2d,Days from Base_dt to date of mri scan,#,,best8.
4,3,M3e3,interpretation date - mri,YYYY,,best4.
5,3,M3e3d,Days from Base_dt to interpretation date - mri,#,,best8.
6,4,M3e4deid,De-identified Reader ID,Char(8),,$F8.
7,5,M3e5,total number of findings,#,,BEST32.
8,6,M3e6,finding number,#,,BEST32.
9,7,M3e7,finding type,List,1,Focus/foci = < 5 mm
9,7,M3e7,finding type,List,2,Mass
9,7,M3e7,finding type,List,3,Non mass enhancement
10,8,M3e8,lesion measurement):  x dimension (med-lat),#,,BEST32.
11,9,M3e9,lesion measurement:  y dimension (sup-inf),#,,BEST32.
12,10,M3e10,lesion measurement:  z dimension (ant-post),#,,BEST32.
13,11,M3e11,characterization of lesion:  shape,List,1,Round
13,11,M3e11,characterization of lesion:  shape,List,2,Oval
13,11,M3e11,characterization of lesion:  shape,List,3,Lobulated
13,11,M3e11,characterization of lesion:  shape,List,4,Irregular
14,12,M3e12,characterization of mass:  margin,List,1,Smooth
14,12,M3e12,characterization of mass:  margin,List,2,Irregular
14,12,M3e12,characterization of mass:  margin,List,3,Spiculated
15,13,M3e13,internal enhancement,List,1,Homogeneous
15,13,M3e13,internal enhancement,List,2,Heterogeneous
15,13,M3e13,internal enhancement,List,3,Rim enhanced
15,13,M3e13,internal enhancement,List,4,Dark internal septation(s)
15,13,M3e13,internal enhancement,List,5,Enhanced internal septation(s)
15,13,M3e13,internal enhancement,List,6,Central internal enhancement
16,14,M3e14,degree of enhancement,List,1,Minimal
16,14,M3e14,degree of enhancement,List,2,Moderate
16,14,M3e14,degree of enhancement,List,3,Marked
17,15,M3e15,type of non-mass enhancement,List,1,Focal area
17,15,M3e15,type of non-mass enhancement,List,2,Linear
17,15,M3e15,type of non-mass enhancement,List,3,Ductal
17,15,M3e15,type of non-mass enhancement,List,4,Segmental
17,15,M3e15,type of non-mass enhancement,List,5,Regional
17,15,M3e15,type of non-mass enhancement,List,6,Multiple regions
17,15,M3e15,type of non-mass enhancement,List,7,Diffuse
18,16,M3e16,non-mass enhancement symmetry,List,0,Not applicable
18,16,M3e16,non-mass enhancement symmetry,List,1,Symmetric
18,16,M3e16,non-mass enhancement symmetry,List,2,Asymmetric
19,17,M3e17,non-mass enhancement internal characteristics,List,1,Homogeneous
19,17,M3e17,non-mass enhancement internal characteristics,List,2,Heterogeneous
19,17,M3e17,non-mass enhancement internal characteristics,List,3,Stippled/punctate
19,17,M3e17,non-mass enhancement internal characteristics,List,4,Clumped
19,17,M3e17,non-mass enhancement internal characteristics,List,5,Reticular/dendritic
20,18,M3e18,associated findings,List,1,No
20,18,M3e18,associated findings,List,2,Yes
21,19,M3e19,other findings - nipple retraction or inversion,List,1,No
21,19,M3e19,other findings - nipple retraction or inversion,List,2,Yes
22,20,M3e20,skin retraction,List,1,No
22,20,M3e20,skin retraction,List,2,Yes
23,21,M3e21,other findings - pre-contrast high duct signal,List,1,No
23,21,M3e21,other findings - pre-contrast high duct signal,List,2,Yes
24,22,M3e22,skin thickening,List,1,No
24,22,M3e22,skin thickening,List,2,Yes
25,23,M3e23,other findings - skin invasion,List,1,No
25,23,M3e23,other findings - skin invasion,List,2,Yes
26,24,M3e24,other findings - edema,List,1,No
26,24,M3e24,other findings - edema,List,2,Yes
27,25,M3e25,other findings - lymph adenopathy,List,1,No
27,25,M3e25,other findings - lymph adenopathy,List,2,Yes
28,26,M3e26,other findings - pectoralis muscle invasion,List,1,No
28,26,M3e26,other findings - pectoralis muscle invasion,List,2,Yes
29,27,M3e27,chest wall invasion,List,1,No
29,27,M3e27,chest wall invasion,List,2,Yes
30,28,M3e28,other findings - hematoma/blood,List,1,No
30,28,M3e28,other findings - hematoma/blood,List,2,Yes
31,29,M3e29,other findings - abnormal signal void,List,1,No
31,29,M3e29,other findings - abnormal signal void,List,2,Yes
32,30,M3e30,other findings - cysts,List,1,No
32,30,M3e30,other findings - cysts,List,2,Yes
33,31,M3e31,other findings - other,List,1,No
